,gid,Level,Current Status,Location,IntakeDate,Level Reason,Special Intake Information,HW,Sex,Animal ID,Microchip ID,Rabies Revaccination Date,Weight,Hold,Age,Short URL,Foster Start Reason,Leash Skills,Dog Interaction,Cat Interaction,Kid Interaction,Crate Trained,Potty Skills,Cuddle Meter,Energy/Activity Level,DOB,Color & Breed,More about me,Play Style,Playgroup Notes,"""Dog Test"" Notes",Behavior Notes,Foster/Home Notes,completed,parent gid,parent completed
144,1211816267692387,L1,Available,Dogs 602 5,,L1,,-,N,A0059665365,,,31,,00 year(s) 11 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1211737974694926,False
145,1211816945761020,L1,Available,Dogs 601 9,,L1,,-,M,A0059673276,,,44,,01 year(s) 00 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1211749137645411,False
146,1211892807911454,L1,Available,Dogs 603 B4,,L1,,-,F,A0059724014,,,36,,02 year(s) 00 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1211832218115443,False
147,1211888823226940,L1,Adopted,Dogs 602 C5,,L1,,-,M,A0059727337,,,13,,02 year(s) 00 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1211844858394832,False
148,1211844624687771,L1,Available,Dogs 606 B2,,L1,,+,M,A0059726356,,,39,,04 year(s) 00 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1211844624614177,False
149,1211844839464634,L1,Available,Dogs 606 B7,,L1,,-,S,A0059225099,,,38,,04 year(s) 01 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1211403665089509,False
150,1211832357524371,L1,Adopted,Dogs 601 8,,L1,,-,M,A0059724039,,,41,,04 year(s) 00 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1211832254663049,False
151,1211891939422268,L2,Priority,Dogs 601 6,,L2-OA,,-,M,A0059400937,,,49,,00 year(s) 11 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1211417952941754,False
152,1211853668173488,L1,Available,Dogs 601 5,,L1,,-,F,A0059458187,,,59,,01 year(s) 07 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1211518051135626,False
153,1211857444941126,L3,Stray Wait,Dogs 602 2,,L3-SF,,-,F,A0059739640,,,57,,03 year(s) 00 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1211857444834689,False
154,1211893142597479,L1,Available,Dogs 606 A4,,L1,,+,S,A0059322064,,,33,,04 year(s) 02 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211310921928770,False
155,1211889503603792,L1,Available,Dogs 606 B7,,L1,,-,N,A0059077471,,,56,,02 year(s) 03 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1211014743908841,False
156,1211886262494218,L1,Cites,Dogs 603 B5,,L1,,-,F,A0059753285,,,29,,00 year(s) 10 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1211886062462976,False
157,1211886262367327,L1,Stray Wait,Dogs 603 B6,,L1,,+,M,A0059752938,,,53,,05 year(s) 00 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1211886261644523,False
158,1211886262374464,L1,Stray Wait,Dogs 602 C3,,L1,,-,M,A0059752918,,,14,,01 year(s) 00 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1211886061987345,False
159,1211886061493925,L2,Available,Dogs 603 A5,,L2-BR,,-,M,A0059750302,,,45,,01 year(s) 06 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1211886061376737,False
160,1211890564020804,L2,Available,Dogs 603 A6,,L2 - LB,,-,F,A0059229518,,,59,,04 year(s) 02 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1211134527801491,False
161,1211852074851965,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211355423116646,False
162,1211852471577499,L1,Priority,Dogs 503 A2,,L1,,+,M,A0059261979,,,61,,05 year(s) 02 month(s) 12 day(s),,,Pulls some but manageable,,,,,,,2-Medium energy,,,,,,,,,False,1211188093850960,False
163,1211892955166803,L1,Priority,Dogs 503 B1,,L1,,-,N,A0059343758,,,63,,01 year(s) 01 month(s) 29 day(s),,,,,,,,,,,,,,,,,,,False,1211339055401276,False
164,1211817002454010,L1,Priority,Dogs 506 B7,,L1,,+,N,A0059209398,,,41,,03 year(s) 02 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1211119631745364,False
165,1211892214456878,L1,Available,Dogs 506 B1,,L1,,-,M,A0059378340,,,54,,01 year(s) 01 month(s) 22 day(s),,,Walks politely on leash,,,,,,,2-Medium energy,,,,,,,,,False,1211391934977615,False
166,1211892599594604,L2,Priority,Dogs 501 3,,L2-SF,,-,M,A0059404921,,,83,,03 year(s) 01 month(s) 18 day(s),,,,,,,,,,,,,,,,,,,False,1211434867604630,False
167,1211892538936454,L1,Priority,Dogs 503 B3,,L1,,-,M,A0059390917,,,70,,02 year(s) 01 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1211415520175754,False
168,1211892387313200,L1,Priority,Dogs 506 B3,,L1,,-,M,A0059401825,,,60,,06 year(s) 01 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1211422745610946,False
169,1211750617740921,L2,Priority,Dogs 501 1,,L2 - SD,,-,M,A0059461711,,,61,,01 year(s) 07 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1211518007439087,False
170,1211710089498858,L2,Available,Dogs 502 1,,L2-OA/BR,,-,M,A0059532639,,,59,,01 year(s) 01 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211541007405534,False
171,1211893108718692,L1,Available,Dogs 503 A4,,L1,,-,M,A0059530717,,,49,,04 year(s) 01 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211541006127212,False
172,1211851340077886,L2,Priority,Dogs 501 2,,L2-SF,,-,M,A0059533461,,,52,,02 year(s) 01 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211550026101925,False
173,1211700301753455,L2,Priority,Dogs 502 2,,L2-SF,,-,M,A0059467054,,,62,,02 year(s) 01 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211550025950550,False
174,1211736647239583,L3,Priority,Dogs 502 6,,L3-OA,,+,M,A0059532875,,,53,,02 year(s) 01 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1211552352956969,False
175,1211888532249015,L1,Available,Dogs 506 A7,,L1,,-,N,A0059560214,,,52,,01 year(s) 07 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211583767345127,False
176,1211889817706824,L1,Available,Dogs 506 B5,,L1-EA,,-,N,A0059579593,,,62,,02 year(s) 00 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1211615768387655,False
177,1211689568701074,L1,Available,Dogs 506 A5,,L1,,+,N,A0059529635 ,,,85,,06 year(s) 00 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1211540963866878,False
178,1211811958952156,L3,Priority,Dogs 501 9,,L3-LR/OA,,-,M,A0059390862,,,48,,02 year(s) 01 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1211415448707371,False
179,1211893148129646,L1,Priority,Dogs 506 A2,,L1,,+,S,A0059589867,,,38,,01 year(s) 11 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1211621021097248,False
180,1211892289888830,L1,Available,Dogs 506 A1,,L1,,-,N,A0059589121,,,45,,01 year(s) 00 month(s) 29 day(s),,,Pulls some but manageable,,,,,,Super cuddler,,,,,,,,,,False,1211621022364960,False
181,1211893074404605,L1,Available,Dogs 503 B2,,L1,,-,M,A0059618104,,,53,,01 year(s) 00 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1211668896913300,False
182,1211893061861702,L1,Available,Dogs 506 B4,,L1,,+,F,A0059616269,,,46,,02 year(s) 00 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1211668896953817,False
183,1211816607225286,L1,Available,Dogs 506 A6,,L1,,-,N,A0059327037,,,56,,01 year(s) 02 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1211310613711199,False
184,1211892154987427,L1,Available,Dogs 503 B6,,L1,,-,M,A0059620895,,,59,,05 year(s) 00 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1211687929550860,False
185,1211812348306546,L1,Cites,Dogs 502 C5,,L1,,-,F,A0059669715,,,26,,04 year(s) 00 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1211748961846804,False
186,1211776058720857,L1,Available,Dogs 503 B4,,L1,,-,S,A0057711236,,,87,,01 year(s) 09 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1209239747317886,False
187,1211812394244370,L1,Available,Dogs 503 B4,,L1,,-,S,A0057711236,,,87,,01 year(s) 09 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1209239747317886,False
188,1211889871719470,L1,Available,Dogs 503 A3,,L1,,+,M,A0059681788,,,69,,02 year(s) 00 month(s) 13 day(s),,,Walks politely on leash,,,,,,Super cuddler,2-Medium energy,,,,,,,,,False,1211764962646679,False
189,1211843229569031,L1,Available,Dogs 501 8,,L1,,-,F,A0059682692,,,43,,02 year(s) 00 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1211764962632396,False
190,1211892441744168,L1,Available,Dogs 501 4,,L1,,-,F,A0059687831,,,43,,01 year(s) 00 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1211779537591937,False
191,1211816199921026,L2,Available,Dogs 502 3,,L2-OA,,-,S,A0055680329,,,43,,02 year(s) 00 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1207039990651506,False
192,1211892366846355,L2,Available,Dogs 506 A3,,L2-SF,,-,S,A0059704867,,,67,,02 year(s) 00 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1211801537847720,False
193,1211892332937151,L1,Available,Dogs 506 B6,,L1,,-,F,A0059275363,,,53,,07 year(s) 02 month(s) 09 day(s),,,,,,,,,,,,,,,,,,,False,1211193596481339,False
194,1211890483618447,L1,Available,Dogs 503 A1,,L1,,+,F,A0059714732,,,38,,04 year(s) 00 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1211814618249754,False
195,1211814623128000,L1,Available,Dogs 506 A4,,L1,,-,N,A0059717386,,,36,,01 year(s) 06 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1211814554054951,False
196,1211818621799818,L1,Microchip,Dogs 502 C4,,L1,,-,N,A0059719121,,,30,,01 year(s) 00 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211818485658595,False
197,1211832357661093,L1,Adopted,Dogs 502 C1,,L1,,-,M,A0059725522,,,10,,00 year(s) 10 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1211832220438527,False
198,1211812140676345,L1,Available,Dogs 501 7,,L1,,-,N,A0059590056,,,40,,00 year(s) 10 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1211633859285595,False
199,1211888588841835,L1,Available,Dogs 503 B5,,L1,,-,F,A0059707547,,,41,,01 year(s) 00 month(s) 10 day(s),,,,,,,,,,,,,,,,,,,False,1211810323487855,False
200,1211871883822152,L2,Stray Wait,Dogs 503 A5,,L2-SF,,-,F,A0059738384,,,60,,06 year(s) 00 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1211871883677713,False
201,1211888919349605,L2,Priority,Dogs 501 7,,L2-OA,,-,M,A0059666971,,,55,,01 year(s) 06 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1211747155019659,False
202,1211871755060098,L1,Available,Dogs 501 5,,L1,,-,S,A0059745306,,,60,,00 year(s) 11 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211871884885500,False
203,1211871754906270,L1,Available,Dogs 503 A6,,L1,,-,F,A0059743957,,,43,,01 year(s) 00 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211871754830417,False
204,1211891860631737,L3,Available,Dogs 502 4,,L3-SF,,+,M,A0059743965,,,62,,01 year(s) 00 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211871618431545,False
205,1211886367251625,L1,Available,Dogs 502 C2,,L1,,-,F,A0059752246,,,8,,08 year(s) 00 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1211886262142002,False
206,1211889083957685,L1,Available,Dogs 506 B2,,L1,,-,M,A0059403140,,,47,,01 year(s) 01 month(s) 19 day(s),,,Pulls some but manageable,,,,,,,2-Medium energy,,,,,,,,,False,1211422669889899,False
207,1211812314806933,L1,Available,Dogs 501 6,,L1,,+,N,A0059257490,,,51,,04 year(s) 02 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1211179456546201,False
208,1211839124293412,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211615767454235,False
209,1211816330529246,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211462627598713,False
210,1211700866430070,L2,Priority,Dogs 402 1,,L2 - BR,,-,F,A0059224207,,,58,,03 year(s) 02 month(s) 18 day(s),,,,,,,,,,,,,,,,,,,False,1211128449567867,False
211,1211892713466745,L1,Priority,Dogs 406 B2,,L1,,+,F,A0059290504,,,51,,03 year(s) 02 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211275602014962,False
212,1211868506018621,L1,Available,Dogs 403 B1,,L1,,-,F,A0059366639,,,48,,03 year(s) 01 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1211379972134957,False
213,1211841878642671,L1,Priority,Dogs 406  B1,,L1,,+,M,A0059397798,,,40,,05 year(s) 01 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1211417951643397,False
214,1211892223454194,L2,Priority,Dogs 403 B4,,L2-SF,,-,F,A0059408681,,,42,,03 year(s) 01 month(s) 19 day(s),,,,,,,,,,,,,,,,,,,False,1211434870396410,False
215,1211892471489294,L1,Available,Dogs 403 A5,,L1,,-,F,A0059307907,,,53,,02 year(s) 02 month(s) 04 day(s),,,Walks politely on leash,,,,,,,,,,,,,,,,False,1211275491983007,False
216,1211892461298782,L2,Priority,Dogs 401 5,,L2-SF/BR,,-,M,A0059460399,,,50,,03 year(s) 01 month(s) 09 day(s),,,,,,,,,,,,,,,,,,,False,1211518051289303,False
217,1211891802035117,L2,Priority,Dogs 403 B5,,L2-SF,,-,F,A0059533463,,,56,,02 year(s) 01 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211549935742328,False
218,1211892181102491,L1,Available,Dogs 406 A4,,L1,,+,N,A0059412278,,,64,,05 year(s) 01 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1211449306844863,False
219,1211816230532355,L2,Available,Dogs 402 3,,L2-OA,,-,N,A0059366397,,,51,,01 year(s) 01 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1211368279958786,False
220,1211816525059620,L1,Available,Dogs 406 B5,,L1,,+,M,A0059583796,,,46,,03 year(s) 00 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1211615644385015,False
221,1211851800468188,L3,Priority,Dogs 401 4,,L3-OA,,-,N,A0059578566,,,72,,02 year(s) 05 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1211615767322664,False
222,1211690462011275,L2,Available,Dogs 401 1,,L2-LR,,-,N,A0059278395,,,66,,03 year(s) 02 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211240664999214,False
223,1211850756954512,L1,Available,Dogs 403 A1,,L1,,-,F,A0059595018,,,57,,04 year(s) 00 month(s) 27 day(s),,,,,,,,,,,,,,,,,,,False,1211633856382480,False
224,1211892619248244,L1,Priority,Dogs 406 A7,,L1,,-,M,A0059390901,,,69,,01 year(s) 07 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1211415520447283,False
225,1211892600373471,L1,Priority,Dogs 406 A6,,L1-A876919,,-,S,A0053615127,,,57,,06 year(s) 01 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1211668895569348,False
226,1211881698226581,L1,Available,Dogs 403 A4,,L1,,-,F,A0059619151,,,33,,03 year(s) 00 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1211678141663675,False
227,1211778797058816,L2,Priority,Dogs 403 B6,,L2-BR,,-,M,A0059640030,,,60,,04 year(s) 00 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1211702150505878,False
228,1211816230568435,L1,Available,Dogs 406 B3,,L1,,-,N,A0058359709,,,67,,02 year(s) 06 month(s) 18 day(s),,,,,,,,,,,,,,,,,,,False,1210064009588236,False
229,1211706104021910,L2,Priority,Dogs 401 8,,L2-OA,,-,M,A0059560272,,,32,,00 year(s) 10 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1211594788054982,False
230,1211842512996679,L1,Available,Dogs 406 A2,,L1,,-,M,A0059673526,,,61,,03 year(s) 00 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1211749444300042,False
231,1211812888586980,L1,Priority,Dogs 406 B7,,L1,,-,F,A0059217133,,,53,,02 year(s) 08 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1211119511918136,False
232,1211812026914515,L1,Available,Dogs 403 B2,,L1-EA,,-,N,A0059707130,,,71,,01 year(s) 00 month(s) 10 day(s),,,,,,,,,,,,,,,,,,,False,1211801385255479,False
233,1211750958826611,L2,Priority,Dogs 403 A2,,L2-A,,-,M,A0059562499,,,45,,02 year(s) 01 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211605643857252,False
234,1211881679948808,L2,Available,Dogs 403 A6,,L2-A,,-,M,A0059718279,,,70,,12 year(s) 00 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1211814499143655,False
235,1211807751860469,L2,Priority,Dogs 402 2,,L2-OA   A896139,,-,N,A0053633462,,,76,,02 year(s) 11 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1211583766657748,False
236,1211842570037926,L1,Priority,Dogs 406 A1,,L1,,-,N,A0059399658,,,61,,03 year(s) 01 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1211417859415572,False
237,1211750577270548,L2,Priority,Dogs 401 3,,L2-SF,,-,N,A0059212950,,,56,,06 year(s) 02 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211298410085783,False
238,1211750288980130,L1,Available,Dogs 406 A3,,L1,,-,S,A0059601278,,,36,,04 year(s) 00 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1211645085750778,False
239,1211892619212292,L1,Available,Dogs 406 B4,,L1,,-,N,A0057990325,,,61,,03 year(s) 07 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1209649646586231,False
240,1211844927373893,L1,Available,Dogs 406 A3,,L1,,-,N,A0055931522,,,72,,04 year(s) 05 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1207338983495814,False
241,1211844856937431,L3,Identifying Info,Dogs 402 6,,L3-SF,,-,F,A0059724306,,,41,,03 year(s) 00 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211844856788104,False
242,1211844922886123,L1,Available,Dogs 403 A3,,L1,,+,F,A0059726360,,,38,,04 year(s) 00 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1211844922790540,False
243,1211888945454899,L2,Available,Dogs 402 4,,L2-SF,,-,M,A0059648947,,,37,,00 year(s) 11 month(s) 19 day(s),,,,,,,,,,,,,,,,,,,False,1211713172188404,False
244,1211779538491949,L2,Rescue,Dogs 406 A5,,L2-SF,,-,N,A0059685189,,,33,,03 year(s) 00 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1211779619637051,False
245,1211892350048853,L1,Stray Wait,Dogs 406 B6,,L1,,-,M,A0059736169,,,46,,00 year(s) 07 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1211857442687187,False
246,1211871618519983,L2,Available,Dogs 401 6,,L2-BH,,-,M,A0059743960,,,42,,01 year(s) 00 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211871617909236,False
247,1211812523167323,L1,Available,Dogs 401 7,,L1,,+,F,A0059674828,,,44,,02 year(s) 00 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1211749444423526,False
248,1211776456521911,L1,Priority,Dogs 401 9,,L1,,+,F,A0059619501,,,54,,06 year(s) 00 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1211678052667996,False
249,1211886061414374,L1,Microchip,Dogs 406 A1,,L1,,-,M,A0059749924,,,54,,02 year(s) 00 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1211886365798749,False
250,1211886366251870,L3,Stray Wait,Dogs 401 2,,L3-SF,,-,M,A0059751712,,,31,,00 year(s) 08 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1211886260686919,False
251,1211838502153572,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211737990473994,False
252,1211886061439850,STAFF ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211886061363071,False
253,1211617982205851,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211618049224728,False
254,1211854909105021,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211490209256259,False
255,1211884820289919,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211462627951052,False
256,1211843468654072,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211484259548940,False
257,1211837792025637,L1,Priority,Dogs 303 B2,,L1,,-,M,A0059261659,,,45,,01 year(s) 08 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1211179383246094,False
258,1211748862752043,L1,Available,Dogs 306 B6,,L1,,-,M,A0059309162,,,55,,None,,,,,,,,,,,,,,,,,,,False,1211279571508041,False
259,1211748862279895,L1,Available,Dogs 306 B7,,L1,,-,F,A0059358175,,,44,,00 year(s) 11 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1211355423116934,False
260,1211852505293905,L1,Priority,Dogs 306 B3,,L1,,+,F,A0059402306,,,65,,06 year(s) 01 month(s) 19 day(s),,,,,,,,,,,,,,,,,,,False,1211434976310356,False
261,1211800463525724,L2,Priority,Dogs 303 B6,,L2-SF,,-,F,A0059390859,,,42,,02 year(s) 01 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1211415402713950,False
262,1211812468660412,L1,Court,Dogs 301 1,,L1,,-,M,A0059114209,,,23,,01 year(s) 02 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1211061447870611,False
263,1211816416860809,L1,Available,Dogs 302 3,,L1,,-,M,A0059434792,,,63,,03 year(s) 01 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1211484069292966,False
264,1211735888493526,L1,Available,Dogs 303 A6,,L1,,-,M,A0059455168,,,62,,02 year(s) 01 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1211504331412156,False
265,1211816486148801,L1,Court,Dogs 301 8,,L1,,-,F,A0059426629,,,48,,02 year(s) 01 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1211462776629483,False
266,1211854694266646,L1,Court,Dogs 301 5,,L1,,-,F,A0058256030,,,67,,05 year(s) 07 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1210549210074233,False
267,1211706043088538,L2,Available,Dogs 302 5,,L2-BH/OA,,-,N,A0059596892,,,52,,05 year(s) 00 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1211645107200784,False
268,1211711378552830,L2,Cites,Dogs 303 B1,,L2 - OA,,-,M,A0059603945,,,56,,01 year(s) 06 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1211645231279440,False
269,1211843560150130,L3,Priority,Dogs 303 A3,,L3-BH/H/OA,,-,F,A0059604531,,,46,,01 year(s) 00 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1211656260810745,False
270,1211854659241367,L1,Court,Dogs 301 2,,L1,,-,M,A0059615068,,,70,,01 year(s) 00 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1211678052662805,False
271,1211812219622938,L1,Available,Dogs 302 2,,L1,,-,N,A0059629060,,,48,,01 year(s) 00 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1211687929142197,False
272,1211856425026267,L2,Available,Dogs 303 A1,,L2-A,,-,M,A0059629554,,,36,,02 year(s) 00 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1211687929418340,False
273,1211691489800238,STAFF ONLY,Evaluate,Dogs 301 6,,STAFF ONLY,,-,M,A0059626975,,,0,,03 year(s) 00 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1211691489744917,False
274,1211702153172460,L1,Available,Dogs 306 A6,,L1,,-,S,A0059633652,,,44,,02 year(s) 00 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1211702279055357,False
275,1211884486239719,L1,Available,Dogs 306 A6,,L1,,-,S,A0059633652,,,44,,02 year(s) 00 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1211702279055357,False
276,1211701878089283,STAFF ONLY,Court,Dogs 301 9,,STAFF ONLY,,-,N,A0059638501,,,89,,04 year(s) 00 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1211701873778522,False
277,1211366477871394,STAFF ONLY,Court,Dogs 301 4,,STAFF ONLY,,-,F,A0058334939,,,46,,03 year(s) 06 month(s) 18 day(s),,,,,,,,,,,,,,,,,,,False,1210064332416269,False
278,1211816992644746,L2,Priority,Dogs 306 B5,,L2-SF/SD,,-,S,A0059402001,,,49,,01 year(s) 01 month(s) 19 day(s),,,,,,,,,,,,,,,,,,,False,1211434868828456,False
279,1211892227027989,L2,Priority,Dogs 306 A1,,L2-SF,,-,F,A0059562812,,,51,,05 year(s) 01 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211605559360025,False
280,1211892994963953,L1,Available,Dogs 302 6,,L1,,-,F,A0059549476,,,64,,07 year(s) 00 month(s) 27 day(s),,,,,,,,,,,,,,,,,,,False,1211615768600410,False
281,1211779620862663,L2,Available,Dogs 302 6,,L2-A,,-,N,A0059549468,,,68,,06 year(s) 00 month(s) 27 day(s),,,,,,,,,,,,,,,,,,,False,1211615767961358,False
282,1211892306085970,L2,Available,Dogs 306 B4,,L2-SF,,-,M,A0059648951,,,40,,00 year(s) 11 month(s) 19 day(s),,,,,,,,,,,,,,,,,,,False,1211713221160629,False
283,1211818486275179,L2,Adopted,Dogs 306 A7,,L2-A,,-,M,A0059719201,,,73,,02 year(s) 00 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211818486084733,False
284,1211893440173844,L1,Available,Dogs 302 4,,L1,,-,S,A0059526706,,,52,,01 year(s) 07 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1211541005367888,False
285,1211816667182242,L1,Available,Dogs 303 B3,,L1,,+,F,A0059589861,,,65,,03 year(s) 00 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1211620955470556,False
286,1211818519974518,L1,Court,Dogs 301 7,,L1,,+,F,A0059719472,,,83,,02 year(s) 00 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211818519895094,False
287,1211832543730356,L1,Available,Dogs 306 B2,,L1,,-,M,A0059269284,,,45,,01 year(s) 01 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1211255309772694,False
288,1211871616918852,L1,Microchip,Dogs 306 A2,,L1,,-,M,A0056509163,,,59,,01 year(s) 00 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211871751897826,False
289,1211886315251470,L1,Available,Dogs 306 A5,,L1,,+,N,A0059632320,,,49,,03 year(s) 00 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1211691287900235,False
