,gid,Animal ID,Level,Level Reason,Special Intake Information,HW,Sex,Microchip ID,Rabies Revaccination Date,Weight,Hold,Current Status,Age,Location,Short URL,Foster Start Reason,Leash Skills,Dog Interaction,Cat Interaction,Kid Interaction,Crate Trained,Potty Skills,Cuddle Meter,Energy/Activity Level,DOB,IntakeDate,Color & Breed,More about me,Play Style,Playgroup Notes,"""Dog Test"" Notes",Behavior Notes,Foster/Home Notes,completed
235,1211749444362274,A0059672059,L1,L1,,-,S,941010004354956,10/28/2026,8,,Available,03 year(s) 04 month(s) 23 day(s),Dog Pre/Post Op 135 2,,,,,,,,,,,10/25/2022,10/24/2025," Grey / Brown Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,10/25/2025 Easily handled in intake kennel & during exam.,,True
236,1213171325701198,A0060197660,L1,L1,,+,N,941010004077246,2/21/2027,55,Pre-Fix Adoption,Trial Adoption,01 year(s) 01 month(s) 12 day(s),Foster Trial Adoption,https://fcasdogs.com/CONNER,Trial Adoption,Walks politely on leash,,,,,,,2-Medium energy,,2/7/2026, Black / Brown German Shepherd / Mix,Knows basic commands,,,,2/8/2026 Behavior Upon Arrival: (behavior in field or intake lobby):Observed Behavior in Kennel: head shy for a second but easily handled once leashed. Behavior During Intake Exam: easily handledLevel Given After Intake (be specific): L1 ,,True
237,1212816034175234,A0060124744,L1,L1,,-,N,941010004812237,1/23/2027,27,,Trial Adoption,00 year(s) 10 month(s) 25 day(s),Foster Trial Adoption,,Trial Adoption,Walks politely on leash,Has enjoyed interacting with other dogs,Positive interaction,,,Still working on it,I'm affectionate with friends,2-Medium energy,7/19/2025,1/19/2026," White / Brindle Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,,,,,"1/27/2026 Timestamp 2026-01-27 11:37:11Dog's name: ZeekDoes this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. GavepentinHow long have you had this dog? 3 daysThis dog is a... Weekend Warrior (I have had this pet for less than 3 nights as a Weekend Warrior)Did this dog have any interactions with the following while with you? [Dogs ] Positive InteractionDid this dog have any interactions with the following while with you? [Cats] Positive InteractionDid this dog have any interactions with the following while with you? [Men ] Positive InteractionDid this dog have any interactions with the following while with you? [Women ] Positive InteractionDid this dog have any interactions with the following while with you? [Children ] Positive InteractionHow was this dog on a leash while with you? Great on a leashDoes this dog know any commands? Which ones? He knows his name and to comeIn your opinion, what is this dog's best quality? He’s so sweet and his shyness, he’s so gentleIn your opinion, what is this dog's worst quality? Potty training/crate trainingCheck all that apply to this dog's personality... Friendly, Shy, Polite, CuriousIn your own words, describe this dog's personality while out of the shelter. Very curious, food motivated, he needs about a day or so to warm up to you bit a super cuddlerDid this dog have an potty accidents while in your care? Yes -Needs to work on potty skills.What was this dog's activity level on a scale from 1-4? 2-Medium Energy (Alternates rest and play)Which behaviors does this dog need improvement on, if any? Counter surfingHow cuddly is this dog? 2-I'm affectionate with friendsWhen this dog played did they typically... Didn’t really play due to limited activity but loved to sniff around, I’m not sure he knows how to playHow long was this dog left alone? Less than 4 hoursIf you left this dog alone, was it... Confined to a roomWhen this dog was left alone did they show any of the following behavior? Barked, Cried,Have you seen them act aggressively toward anyone while they wee in your care? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home. Zeek is such sweet boy and just wants someone to hang out aroundWould you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? Ye",True
238,1213165101778962,A0060227914,L3,L3-OA,,-,S,941010004150908,2/9/2027,71,,Urgent,02 year(s) 01 month(s) 13 day(s),Foster Foster Home,,Lack of Space,,Has enjoyed interacting with other dogs,,,,,,,,2/6/2026," Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix",,Physical Play,,"3/9/2026 Chuchis was demand barking in the catch-pen and pacing back and forth. She shook it off and then entered the yard. She was jumpy and necked the other dogs but also allowed them to neck her. She did not like when dogs would get in her face, maybe due to an eye problem but engaged in loose, silly play. Stayed out for a while as a potential helper. ","2/7/2026 Behavior Upon Arrival: (behavior in field or intake lobby): She barked and lunged at strangers- specifically men when in parking lot.Observed Behavior in Kennel: Easily handledBehavior During Intake Exam: Very hyperactive, very jumpy and mouthy. nippy but no aggression. Muzzled as a precautionLevel Given After Intake (be specific): L2-JM for her hyperactive jumping and mouthiness  

2/10/2026 Dennis reported that Chuchis is becoming a bit more jumpy/mouthy and he has a hard time rekenneling. Once he gets him in the kennel, he then has a hard time getting his leash back.

3/7/2026 Previous Level:L2-JMCurrent Level:L3-OAWhy did this level change?changed to OA, since JM is included in that acronym now. Chuchis jumps and slams his body on the walls and door constantly. Techs working in the section had to move him to an indoor/outdoor , because of how mouthy he was getting. I wrote him up for Traz. He has been on it for several weeks. Kennel stress is getting worse.  Writing up for pathways meeting. Urgent placement.",,True
239,1213256106398688,A0060255787,L3,L3-BH,,,M,,,61,,Available,03 year(s) 01 month(s) 06 day(s),Dogs 601 6,https://fcasdogs.com/Quillin,,Pulls some but manageable,,,,,,Let's get to know each other before cuddling,2-Medium energy,2/12/2024,2/12/2026," Tan Terrier, Pit Bull",,,,,"2/13/2026 Behavior Upon Arrival: (behavior in field or intake lobby):  He showed obvious moderate fear aggression.Observed Behavior in Kennel: placed on chill protocol, did not do much on helping him. got him to the exam room, not easily handled on leash. (pulls really hard)Behavior During Intake Exam: Was trying to open exam room door, fixated on getting out. Went to rub his back side and startled growling with hard stares. Body language suggesting they may lunge. had to do vaccines on catchpole. Does not like going back into kennel. Possible redirection threat. Couldn't scan or heartworm testLevel Given After Intake (be specific): STAFF ONLY due to redirection threat.

2/15/2026  Do you recommend a level change? Yes, move from Staff Only to L3-BH General Easily leashed and retrieved. Wagged tail and was friendly at the gate, albeit some stress observed around the eyes. Walked around outside, focused on eliminating. Once done, he spent a lot of time sniffing and trying to mark different corners. Needs to be neutered. He is very aloof. When you try to pet him, he stiffens and hard stares but did not make any attempts to bite or become offensive. We would stop petting him when he stiffened. Easily unleashed in kennel. Placement Info: L3 BH. Very awkward about handling but not offensive. Personality: AloofDog Test 1:Dog Test 2:Medical:How Do I Handle Stress?What Do I Need Help With Most?The Most Memorable Thing About Me:Intake Info:What is my strategic out?Ongoing care:Other notes:

2/15/2026 Previous Level: STAFF ONLYCurrent Level: L3 BHWhy did this level change? See FG notes from 2/15",,True
240,1211417952941754,A0059400937,L3,L3-A/BR,,-,N,941010004084898,10/4/2026,52,,Available,01 year(s) 03 month(s) 26 day(s),Foster Foster Home,,Lack of Space,Walks politely on leash,Lived with dogs,Could do well with proper introductions,Best with older kids ,Has done well in a crate.,Has done well in a home. ,Super cuddler,2-Medium energy,,9/20/2025," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Loves fetch, Loves toys, Knows basic commands, Volunteer favorite, Fast learner",Tag,nan,9/23/2025 Was a little shy in the catchpin but once in the yard Donut quickly broke for play.  Alot of puppy play and bouncing around everywhere all over the dogs.,"9/21/2025 Easily handled while in intake and during exam.

10/9/2025 changed level to L2-OA from L1. Bouncing off the walls, painting kennel, barking at guillotine door

12/8/2025 cancelling - in foster, unable to do FG Adopter is returning due to dog's behavior. Dog is chasing the bigger resident dog and biting its legs/ear etc. and chasing it around like ""a game of cat and mouse"" but Donovan is always the chaser. She explained that the bigger dog is very docile and Donovan ""wins"" the scuffle every time. Adopter also explained that dog is not doing well with small children. She stated that he gets overly excited when playing and will bite and tug at the children hard but not hard enough to break skin. In addition she also explained that when trying to correct him he will start lunging and growling at her. She stated that she wasn't physically correcting him but saying ""no"" etc. We had adopter walk dog to a crate in intake due to dog barking and hard staring at intake staff. Dog appeared like he was guarding adopter. One she got him in the crate he began barking and jumping hard enough to move the crate. 

12/11/2025 As soon as Donovan was placed in receiving, he started barking excessively, snarling, and slamming himself into the kennel door. Any time someone tried to open the door, he would lunge and try to bite. Whenever he would be moved on a catch pole, he would start flailing and gator rolling. He never allowed anyone to leash him, as he would try to bite any time someone got close. 

1/2/2026 Leveling from staff only to L3-A/BR based on shelter behavior, making dog available due to home evaluation by foster. Foster is keeping dog until adopted. Changing name to Donut. ","2/24/2026 DONUT – Trial Adoption ReturnTimestamp 2026-02-23 19:11:41Dog's name: DonutAnimal ID #: A0059400937Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. NoHow long have you had this dog? 5 daysThis dog is a... Trial Adoption (I was fostering to see if I wanted to adopt.)Why are you bringing this dog back to the shelter today? Time commitmentPlease explain in your own words, why you need to return this dog. My work schedule is going from 8 hour to 12 hour days, and currently it is not within my budget to hire a dog sitter or other professional personnel to assist with daily walking. Donut was such a sweet puppy, played well, very well trained, and caused a no issues. Personally, I was incredibly stressed about finding means to take care of him during the day while I’m at work, and was unsuccessful in finding alternatives. Therefore, I thought it was in his best interest to return him to the foster home.While in your care, did this dog live with children? NoHow would you describe this dog's behavior towards the children? N/AIf this dog has had issues with children that include behavior such as growling, snapping, or showing teeth, please describe the circumstance, tell us how often and give as much detail as possible. N/aWhat other animals did this dog live with in your home? No other animalsIf other animals lived in the home, how well did this dog get along with them? N/aIf this dog met or played with other dogs please describe their body language: N/aHas this dog ever fought with another dog? If yes, please describe the incident. N/aHas this dog ever injured another dog? If yes, please describe the incident. N/aHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? Appeared curious but kept walking, unphased.Has this dog ever killed a prey animal or pet? If yes, please describe the incident. NoIs there any other information you would like to share about this dog interacting with other animals? NoWhere did this dog spend most of their time? InsideDo you have a fenced yard? NoIf you do not have a fenced yard, do you: Walk the dog on a leashHow did you exercise this dog? Daily walks. Played with toys insideHow often did you exercise this dog? DailyWhat kind of collar did you use for this dog? Buckle collarHow was this dog on a leash? Great on a leashHave you ever taken this dog to a training class? NoWhat commands does this dog know? Sit, shake, wait/stayWhich behaviors does this dog need improvement on? NoneWhen the dog played did they typically... JumpHow long each day was this dog left alone inside your home? 8-8.5 hoursWhen left inside your home alone, was this dog... Crated day one; then left in bedroom/bathroom able to roam free within that space. I had a camera, and he would play with his toys and sleep on his bed quietlyWhen this dog was left alone did they show any of the following behaviors? None of theseIs this dog crate trained? Yes, for more than 8 hours.How often did this dog have potty accidents in the house? NeverHow often did this dog destroy things other than toys? NeverIf this dog destroys things, is it only when left alone? NoWhat items did this dog destroy? NoneWhat does this dog do when a stranger/visitor comes into the house? N/aWhat does this dog do when a stranger tries to pet them? N/aWhat does this dog do when you or someone else goes near the food bowl while they are eating? N/aWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? PlaysWhat does this dog do when someone tells them to get off of furniture? N/aWhat is this dog's best quality? His ability to calm down and cuddle. Felt very loved in our short time togetherWhat is this dog's worst quality? Can’t think of one!Check all that apply to this dog's personality: Friendly, Independent, Goofy, Polite, Playful, AffectionateIn your own words, describe this dog's personality. Donut is a goofball who loves to play, even able to self entertain by throwing his toys around. At the end of the day he loves to come up and be as close as possible and cuddle. He loves his pets!What is this dog afraid of? How do they react? Nothing that I’m aware of/experienced!All dogs have sensitive places. Where is this dog sensitive about being touched? Describe their reaction. Didn’t experience any sensitive places, but also did not touch his private area. I suspect it would be sensitiveHave you seen them act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home. Donut is the most well trained ~1-1.5 year old pup I have ever seen. He is the perfect companion for anyone. Unfortunately, my work schedule did not allow me to spend as much time with him as I would like, and it was not within my budget to hire help. If anyone is working from home, or works eight hour shifts regularly, and is looking for a very sweet and cooperative companion, donut would be the perfect fit!Would you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? No",True
241,1212714380373497,A0060067480,L2,L2-OA,,-,N,941010004843971,1/23/2027,52,,Urgent,03 year(s) 02 month(s) 10 day(s),Dogs 066 A2,https://fcasdogs.com/Hampton,,Walks politely on leash,Has enjoyed interacting with other dogs,,,Crates are scary!,Has done well in a home. ,Super cuddler,3-Regular walking/running partner,,1/8/2026," Grey / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,Gentle Play,nan,2/21/2026 Hampton was very steerable in the catchpin. Appeared loose and eager to enter the yard. Brought in on leash to avoid a potential bum rush. Hampton was less eager once in the yard and slightly stiffened when the dogs approached. Appeared unsure of the other dogs but still interested. Initially was very tolerant of Kang jumping on him. Offered an appropriate correction once Kang became too physically playful. Engaged in some play bows and gentle play with Kang and Maple. Somewhat under socialized. Will likely quickly move up to a tag group with more playgroup exposure. ,"1/9/2026 Very nervous/submissive in kennel, tense muscles. Go slow when leashing, fast movements cause him to flail out of fear. Talking to him in a soft voice coaxes him to walking on leash when scared. Once off the leash in exam room he opened up a little with positive body language (low tail wags, soliciting pets, pawing).

2/16/2026 Took off the sf and changed to oa","3/17/2026 HAMPTON – Foster ReturnTimestamp 2026-03-15 12:29:00Dog's name: HamptonAnimal ID #: A0060067480Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. NoHow long have you had this dog? 3 daysThis dog is a... Foster (I had this pet as a foster for more than 3 nights.)What is the main reason you are returning this pet to the shelter? He will not stay in his crate without trying to get out and hurting himself and cannot be around other dogs. We had to have someone with him constantly for the entire time we had him. We go back to work tomorrow and this will not be possible so he would not be safe in the crate alone in our home when we aren’t available and we can’t leave him out with our dogs.While in your care, did this dog live with children? NoIf this dog has had issues with children that include behavior such as growling, snapping, or showing teeth, please describe the circumstance, tell us how often and give as much detail as possible. NoWhat other animals did this dog live with in your home? Large dog(s)If other animals lived in the home, how well did this dog get along with them? We could not have them in the same space unless he was in a crate or held tightly on a leash. He wants to play roughly with other dogs and our dogs are gentle, anxious, and low energy so it wouldn’t work out well.If this dog met or played with other dogs please describe their body language: Excited, Rough/needs manners, Some growling and tail wagging. Tries to jump on another dog and play immediately.Has this dog ever fought with another dog? If yes, please describe the incident. NoHas this dog ever injured another dog? If yes, please describe the incident. NoHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? Pulls, barks, and whines.Has this dog ever killed a prey animal or pet? If yes, please describe the incident. NoIs there any other information you would like to share about this dog interacting with other animals? It will take some time to desensitize him to other dogs. Highly reactive currently.Where did this dog spend most of their time? InsideDo you have a fenced yard? YesHow did you exercise this dog? Yes, multiple walks.How often did you exercise this dog? DailyWhat kind of collar did you use for this dog? Collar and harnessHow was this dog on a leash? Great on a leash, Gets excited when they see other dogs, Barks and whines and pulls towards other dogs - great on a leash otherwiseHave you ever taken this dog to a training class? NoWhat commands does this dog know? Sit, come, stay, and shakeWhich behaviors does this dog need improvement on? Behaving more properly around other dogs. Focusing on person when called rather than hyper focusing on other dogs and pulling. Crate training needed as well. Cannot stay in a crate without trying to escape and hurting himself.When the dog played did they typically... Jump, Growl, Bark, Mouth play but not bitingHow long each day was this dog left alone inside your home? Not at all. Couldn’t be left alone at all. Not more than a minute.When left inside your home alone, was this dog... Wasn’t left alone, tried crate several times but didn’t workWhen this dog was left alone did they show any of the following behaviors? Cried, Tried to escape crateIs this dog crate trained? No! (tries to escape, cries, uses the bathroom)How often did this dog have potty accidents in the house? NeverHow often did this dog destroy things other than toys? NeverIf this dog destroys things, is it only when left alone? NoWhat does this dog do when a stranger/visitor comes into the house? Super sweet. Wags tail and walks up. Licks them. No jumping. PERFECT with people.What does this dog do when a stranger tries to pet them? Rubs up against them, licks them, wags his tail, etc.What does this dog do when you or someone else goes near the food bowl while they are eating? Nothing. Not food aggressive.What does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? Nothing.What does this dog do when someone tells them to get off of furniture? Gets off immediately.What is this dog's best quality? He is a sweet smart cuddle bug. Truly an amazing dog overall. If we didn’t have dogs or he could stay in a crate, we would have fostered him long term. We are heartbroken over having to bring him back in. He is a dog you just instantly fall in love with. A big sweet goofball. Anyone would be lucky to have him as a dog. He just needs a bit more training and he would be amazing.What is this dog's worst quality? Can’t stay in a crate and also can’t stay around other dogs safely currently.Check all that apply to this dog's personality: Friendly, Clingy, Goofy, Playful, AffectionateIn your own words, describe this dog's personality. He is a sweet loving angel. He just wants to play and cuddle all day. He wants to be his person’s permanent shadow. He is happy go lucky. Not grumpy or shy at all. Loves everyone he meets. SO smart too!! He is hyper and highly playful so needs to be either the only dog or with other hyper rough playing type dogs that will teach him how to act properly as well. Doesn’t know his dog manners with other dogs too well yet. GREAT manners with people.What is this dog afraid of? How do they react? Nothing at all!All dogs have sensitive places. Where is this dog sensitive about being touched? Describe their reaction. None that I noticed. He would let you hold his paws, pet his ears, touch his tail, rub his belly, anything.Have you seen them act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home. Only dog or in a home with other rough playing hyper dogs that are confident and will teach him manners. A person who works from home a lot or doesn’t work would be great. He constantly wants to be with a person literally 24/7.Would you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? No",True
242,1210009266805498,A0058316435,L2,L2-M&G/JM,,-,F,982091072949526,4/23/2026,48,,Available,02 year(s) 11 month(s) 03 day(s),Foster Foster Home,https://bit.ly/adopt-Sunny,Lack of Space,Walks politely on leash,,,,Has done well in a crate.,Has done well in a home. ,Super cuddler,2-Medium energy,4/16/2023,4/16/2025," Golden Terrier, Pit Bull / Mix","Knows basic commands, Fast learner, Loves car rides, Quiet house guest",Gentle Play,,"5/21/2025 good body language at gate, loose and excited. once in the yard was a bit apprehensive of dogs greeting her face to face; stiffened and slowed tail wag, loosened once there was no pressure. ok to co exist in the yard, no interest in playing. ","4/17/2025 easily handled while in intake and during exam

6/10/2025 Easy in and out of her kennel. She's jumpy, but not mouthy. Very sweet, allows for pets all over, solicits affection, and is playful. Hackles raised and wagging flag tail when meeting dog through the fence. In the same play yard she was nervous, hackles still raised, tense, erect tail. She was okay co-existing as long as she didn't get too close. When attempting to get her to sniff the other dog she began to fixate and gave a low growl. Separated out of precaution.  Rec: L2-OA SLOW INTROS

6/12/2025 Easy in and out of her kennel. She's jumpy, but not mouthy. Very sweet, allows for pets all over, solicits affection, and is playful. Hackles raised and wagging flag tail when meeting dog through the fence. In the same play yard she was nervous, hackles still raised, tense, erect tail. She was okay co-existing as long as she didn't get too close. When attempting to get her to sniff the other dog she began to fixate and gave a low growl. Separated out of precaution. Rec: L2-OA SLOW INTROSVarious tests with Supervisor Mari and manager Cindy.  Canine seems to be fine on leash.  Will occasionally jump on a person for affection.  No mouthing seen.  Became slightly stiff around dogs through the gate but had previous good notes in playgroups just needs calmer dogs.  Leveling down to L2-M&G  

6/22/2025 Two kennel staff stated that Sunny is jumpy/mouthy when on leash. Added JM to level. - Ashley M","5/29/2025 Foster Return 5/28 (after 3 days)What is the main reason you are returning this pet to the shelter? Behavioral problemsWhile in your care, did this dog live with children? NoWhat other animals did this dog live with in your home?  Large dog(s)If other animals lived in the home, how well did this dog get along with them? didn't introduce them but Sunny growled at resident dog through door (couldn't see each other)If this dog met or played with other dogs please describe their body language: Nervous, Grumpy, Didn't meet them but would growl and snarl with a wagging tail at them if they came within 3 feet and were walking by or staring at herHas this dog ever fought with another dog? If yes, please describe the incident. noHas this dog ever injured another dog? If yes, please describe the incident. noHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? very curious but didn't chaseHas this dog ever killed a prey animal or pet? If yes, please describe the incident. noIs there any other information you would like to share about this dog interacting with other animals? growled at or stared at other dogs in passing, through gate or in close proximity (3 ft). would constantly look around to see if they were following her or snarl/growl if they stared at her or if they growled first but would occasionally wag tail while doing itWhere did this dog spend most of their time? InsideDo you have a fenced yard? NoIf you do not have a fenced yard, do you: Walk the dog on a leashHow did you exercise this dog? walking and playing insideHow often did you exercise this dog? DailyWhat kind of collar did you use for this dog? Body harnessHow was this dog on a leash? Great on a leashHave you ever taken this dog to a training class? NoWhat commands does this dog know? Sit, crate, also knows her nameWhich behaviors does this dog need improvement on? Figuring out what her triggers are to be jumpy and mouthy. very JM when leashing with harness and clipping leash to harness but not right out of the crate even though she had a lot of energy. also JM after picking up her poop and thought poop bag was a toy and when I tried to pull it away, she would play bite at my arm and sweater. she did a lot better when I went extremely slow (10 mins to get leash on and out the door). at first responded well to treats thrown on floor to distract but then she realized I had treats so she would quickly sit then I'd throw a treat and she'd get all excited again and JM. also needs help on not growling/snarling at dogs passing by on a walk with 3+ ft of distanceWhen the dog played did they typically… JumpHow long each day was this dog left alone inside your home? 3 hoursWhen left inside your home alone, was this dog… CratedWhen this dog was left alone did they show any of the following behaviors? None of theseIs this dog crate trained? Yes, for 4-8 hours.How often did this dog have potty accidents in the house? NeverHow often did this dog destroy things other than toys? NeverIf this dog destroys things, is it only when left alone? NoWhat does this dog do when a stranger/visitor comes into the house? Didn't experience thisWhat does this dog do when a stranger tries to pet them? Lovingly acceptsWhat does this dog do when you or someone else goes near the food bowl while they are eating? NothingWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? NothingWhat does this dog do when someone tells them to get off of furniture? Gets offWhat is this dog's best quality? Extremely loving and cuddly, doesn't have separation anxiety but loves to be with you and is so eager to pleaseWhat is this dog's worst quality? Jumpy mouthy and growling at other dogsCheck all that apply to this dog's personality: Friendly, Independent, Goofy, Polite, Playful, AffectionateIn your own words, describe this dog's personality. "" Secure attachment style"" Super loving, cuddly and wants to be with you but is totally ok hanging out in a room/crate alone and won't cry. But in her ideal world, she's with you on your lap or wherever you're going and is just happy to enjoy your company. Is pretty confident around loud noises or unfamiliar things and super curious about the world going on around her, just wants to sniff and observe everythingWhat is this dog afraid of? How do they react? Not sure, she was a little unsure of the industrial lawnmowers around my apt but never had her tail tucked or ran away from them, just stared. Bc of her growling she might be afraid of other dogs (both big and small) ?All dogs have sensitive places. Where is this dog sensitive about being touched? Describe their reaction. None I saw, touched her paws, tail, belly with no problemsHave you seen them act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home. She is such a perfect loving, confident, eager to please girl when she isn't JM and doesn't see other dogsWould you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? Yes",True
243,1213607923884808,A0060601072,L2,L2-SF,,-,F,956000017686529,3/12/2027,46,,Priority,02 year(s) 00 month(s) 09 day(s),Dogs 081 B2,https://fcasdogs.com/PumpkinLatte,,,,,,,,,,3/10/2024,3/10/2026, White / Black Alaskan Husky / Mix,,,,,3/10/2026 Behavior Upon Arrival: (behavior in field or intake lobby):Observed Behavior in Kennel: nervous and wants to interact but then distances herself. A little awkward and nervousBehavior During Intake Exam: ShutdownLevel Given After Intake (be specific): L2 SF ,,True
244,1213394568922319,A0060306233,L1,L1,,-,M,941010004087330,,26,Pre-Fix Adoption,Adopted,02 year(s) 00 month(s) 25 day(s),Foster Pre-Fix,,Pre-Fix Adoption,,,,,,,,,2/22/2024,2/22/2026, Brown / White Beagle / Mix,,,,,2/22/2026 Behavior Upon Arrival: (behavior in field or intake lobby): Easily handledObserved Behavior in Kennel: Easily handledBehavior During Intake Exam: Easily handledLevel Given After Intake (be specific): L1 ,,True
245,1213563720760896,A0060581821,L1,L1,,,N,941010004147735,,12,SHA/Pre-Fix Adoption,Stray Wait,00 year(s) 02 month(s) 13 day(s),Dogs 502 C4,,,,,,,,,,,,3/5/2026," Brown / White Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,3/6/2026 Behavior Upon Arrival: (behavior in field or intake lobby): N/AObserved Behavior in Kennel: Easily handled Behavior During Intake Exam: Easily handledLevel Given After Intake (be specific): L1 Easily handled ,,True
246,1213622767954336,A0060609331,L2,L2-A,,-,N,941010004044085,3/18/2027,76,,Stray Wait,05 year(s) 00 month(s) 07 day(s),Dogs 403 B4,https://fcasdogs.com/Campbell,,,,,,,,,,,3/11/2026, Tan Bully American - XL / Mix,,,,,3/12/2026 Behavior Upon Arrival: (behavior in field or intake lobby):Observed Behavior in Kennel: easily handled Behavior During Intake Exam: pacing whining needs to be touched to stop Level Given After Intake (be specific): L2-A ,,True
247,1213478402897287,A0060551906,,,,,F,,,,,Available,11 year(s) 00 month(s) 01 day(s),Receiving 130 8,,,,,,,,,,,2/28/2015,2/28/2026," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,,,,,,True
248,1212626129907299,A0060026855,L1,L1,,-,S,941010004112875,1/18/2027,62,,Trial Adoption,07 year(s) 01 month(s) 17 day(s),Foster Trial Adoption,https://fcasdogs.com/Babygirl,Trial Adoption,,,,,,,,,3/20/2025,12/31/2025," Brindle Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,Little to no play,nan,2/11/2026 She is able to co-exist. She was more interested in sniffing the yard but was tolerant of the other dogs being in her face. She was wagging tail and loved the handlers.,1/2/2026 Easily handled while in intake and during exam.,,True
