,gid,Animal ID,Level,Level Reason,Special Intake Information,HW,Sex,Microchip ID,Rabies Revaccination Date,Weight,Hold,Current Status,Age,Location,Short URL,Foster Start Reason,Leash Skills,Dog Interaction,Cat Interaction,Kid Interaction,Crate Trained,Potty Skills,Cuddle Meter,Energy/Activity Level,DOB,IntakeDate,Color & Breed,More about me,Play Style,Playgroup Notes,"""Dog Test"" Notes",Behavior Notes,Foster/Home Notes,completed,name
1459,1211187995276002,A0059255827,L2,L2-SF,,-,S,941010004107351,9/20/2026,64,,Available,06 year(s) 03 month(s) 02 day(s),Foster Foster Home,,Lack of Space,Flight Risk,Has enjoyed interacting with other dogs,,,Has done well in a crate.,Has done well in a home. ,I'm affectionate with friends,2-Medium energy,8/29/2019,8/28/2025," Black / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Loves toys, Knows basic commands",Friendly,nan,"9/14/2025 tried to give kisses to all dogs in the yard. played very gently with dogs of all sizes. alternated between play and rest, seeming content to just coexist but would engage if a dog showed interest. ","8/29/2025 Easily handled while in intake and during exam.

9/14/2025 changed to L2-SF based on volunteer notes that they could not even get her out of her kennel for a walk due to her being so scared.","10/21/2025 RAVENCLAW – Foster QuestionnaireTimestamp 2025-10-18 13:07:50General Personality Happy, loving, treat motivated, timidDaily Routine She sleeps in her crate with the door open. Get up and go potty in the back yard. Eat breakfast. She loves being outside on the deck. Play with her brother. Working on leash walking but only make it a block or 2 before she pulls hard to go back home. Afternoon snack and nap. Dinner and cuddles before bed time.What food do they eat? Jinx Salmon and sweet potato mixes with wet food.What would be an ideal home and family for your foster? Quiet home since she startles easily and is scared of loud noises and quick movements. She would enjoy a dog sibling.On a scale of 1 to 5... how housetrained are they? 5Does your foster use a kennel without excessive barking/whining, escape attempts, or destruction? Yes but I leave the door open.Where do they sleep at night? In a crateDo they sleep through the night? YesHas he / she been exposed to any kids? If yes, what ages? How did it go? NoHas he / she been exposed to any cats? If yes, how did it go? NoDo they prefer men or women? No preferenceDoes he / she live with another dog? Large Male dogHas he / she been around other dogs? Yes. Meets them with tail wags.Does he / she know any basic commands? Which ones (Sit, stay, come, lay down, etc) ? Sit, come, no, go to your house (crate)Is your foster dog leash reactive? What makes them bark/lunge on leash? NoWhat devices do you use to walk your dog? (Type of harness, collar, etc) Body harness/collar combinationLeash Walking Rating 2How does your foster do in the car? OkHow does your foster do for a bath? Tolerates itEnergy level 2How much exercise does it take to tire them out? 30 minutes twice a dayIf they don't get enough exercise, what happens? NothingA perfect day for your foster would include ____________? Outdoor time with dog sibling. Lots of cuddles and treats.How cuddly are they? 4Favorite toys or games? Stuffy squeaky toysTell us a fun story about your foster... She startled herself when she actually went back inside through the doggy door and made a happy dance when given lots of praiseI love my foster and think he/she is fabulous because _____________? She is such a love. Gentle and affectionate. Likes other dogs and is playful. She doesn’t get on the furniture and aims to please.What makes him/her nervous or unhappy? Unfamiliar environments like going for walks. Loud noises and sudden moves.Overall, how are your foster's manners? (some examples: Jumps on people? Mouthy? Gets into trash?) No jumping, doesn’t get on furniture. She will chew on shoes if given access.Does your foster have any behavioral issues or quirks? Dribble pee when she gets scared.Does your foster have any medical issues? Still recovering from spay surgery.Anything else you want to share? She might have had a rough previous life and needs a quiet and gentle home.Facebook Presence 2Instagram Post Presence 1Instagram Stories Presence 1Nextdoor Presence 1Youtube Presence 1Other social media platforms utilized? NoWhat was the date of the last adoption event you took your foster to? Never taken her to any eventsWhat prevents you from taking your foster to (more) events? (check all that apply) Not the right environment for my foster (i.e. too many people, too loud / barky)What gear & materials do you utilize to help get your foster recognized? (check all that apply) Adopt Me bandana, Adopt Me harnessWhen was the last time you took your foster out on the town? NeverWhat prevents you from taking your foster out on the town more often? (check all that apply) She is very fearfulWhat do you think is preventing your foster from being its most-adoptable self? (check all that apply) Very fearfulWhat day do you give your foster heartworm and flea/tick preventatives? 1st of the monthAre you interested in adopting your foster pet? MaybeWould you be willing to have your foster dog transfer to a rescue partner? No",True,Ravenclaw
1460,1211203869787093,A0059276979,L2,L2-SF/FJ,,-,M,941010004216769,9/7/2026,59,,Trial Adoption,02 year(s) 01 month(s) 20 day(s),Foster Trial Adoption,,Trial Adoption,Walks politely on leash,Has enjoyed interacting with other dogs,,,,,,,9/1/2021,9/1/2025, Copper Hound / Mix,,Helper/Greeter,"nan

nan","9/22/2025 entered yard confidently, peed right on amber. was still upon entrance to yard but over time loosened and greeted dogs nicely. tolerant of dogs jumping on him, standing over him, growling nearby him. ducky momo offered very strong correction which he took well. eventually laid down in yard and watched the other dogs","9/2/2025 Shaking scared otherwise easily handled while in intake and during exam.

9/3/2025 Previous Level:L2-SFCurrent Level:L2-SF/ Fence JumperWhy did this level change?I went to clean loyals kennel and he showed me loose body language but still had his tail tucked. i took him to the 200 mulch yard while i cleaned. when i came back outside to get him i saw his mulch yard was still shut with a carabiner on the latch and he was not in the yard. i saw him running around by the 300 mulch yards.   mcornell",,True,Loyal-ADOPTED
1461,1211216670687311,A0059280210,L1,L1,,-,F,941010004099847,10/1/2026,49,,Available,01 year(s) 00 month(s) 18 day(s),Foster Foster Home,,Lack of Space,Walks politely on leash,,,,,,"Play first, then snuggle time",,9/2/2024,9/2/2025, Black / White Shepherd / Mix,Knows basic commands,Friendly,nan,9/12/2025 shy in the yard and never warmed up to play,9/3/2025 Easily handled both in the kennel and during the exam. ,,True,Soulara- ADOPTED
1462,1211417859430240,A0059398816,L1,L1,,-,S,982091072290372,10/1/2026,55,,Available,06 year(s) 01 month(s) 12 day(s),Foster Foster Home,,Lack of Space,,Has enjoyed interacting with other dogs,,,,Has done well in a home. ,,,,9/20/2025," White / Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Knows basic commands, Loves car rides",Helper/Greeter,"nan

nan","9/22/2025 big wags greeting dogs, checked out yard independently neutral to all energy levels was tolerant of dogs jumping on her though she did tuck her tail but never gave correction. stayed out for 13 other assessments and did well the whole time. eventually tried to chase after a bug flying in the air. ",9/21/2025 Easily handled while in intake and during exam. ,,True,Sophie
1463,1211473907342192,A0059430155,L1,L1,,,M,941010004225727,10/1/2026,85,,Trial Adoption,02 year(s) 01 month(s) 03 day(s),Foster Foster Home,,Trial Adoption,,,,,,,,,,9/25/2025, Black / Brown Rottweiler,,Inconclusive,,9/28/2025 retest after nx,9/26/2025 easily handled while in intake. couldn't get HW test due to flailing does not like to be vetted muzzled for precaution during exam.,,True,Gunther -ADOPTED
1464,1210337932974974,A0058535722,L2,L2-JM,,-,N,941010003008317,6/4/2026,50,,Adopted,02 year(s) 04 month(s) 17 day(s),Foster Trial Adoption,https://bit.ly/Adopt_Bugsy,Trial Adoption,Pulls some but manageable,Lived with dogs,,Best with older kids ,Has done well in a crate.,Has done well in a home. ,"Play first, then snuggle time",2-Medium energy,5/20/2023,5/20/2025," Black / White Terrier, Pit Bull / Mix",Knows basic commands,Tag,,"5/30/2025 offered play bow through gate, excited tail wag and stayed engaged with jensen as they interacted through gate. upon entrance to yard he immediately tried to mount jensen, who corrected him, and then engaged in play. stayed close to the other dogs in the yard throughout assessment. despite there being a female in the yard, he only showed interest in the two males in the yard. his play began to be overwhelming for jensen, and when corrected he disengaged and shook it off.dogs in the yard were more push/pull, he may fit in better with rowdy dogs but would like to see him in a p/p group first. ","5/21/2025 nervous at first. Needs a minute to warm up go slow. Very friendly once in the exam room knows sit. Muzzled for precaution food motivated. Startles easily- in kennel 

5/31/2025 Ashley H , Recomending L1 , not displaying shy/fearful behavior(s) anymore has come around6.7.2025 - Cannot take canine out because of giardia quarantine but he has been showing loose body language and coming up to everyone and giving kisses.  Can open the door and give pets with gloved hand. Leveling down to L1 but will come by after quarantine to do an outside walk and see how he does with noises and others walking by. -cw No change at this time. Went to foster home. MH

7/11/2025 easily removed and replaced in kennel. no jumpy/mouthy behavior observed7.11.25- Still JM with new handlers

7/26/2025 Showing signs of kennel stress 

9/19/2025 Easily handled while in intake and during exam","9/19/2025 BUGSY – Foster Return Timestamp 2025-09-18 11:41:54Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain NoHow long have you had this dog? 4 monthsThis dog is a Foster (I had this pet as a foster for more than 3 nights.)What is the main reason you are returning this pet to the shelter? Travel for businessWhile in your care, did this dog live with children? YesIf this dog lived with or interacted with children, how old were the children? 12+ needs to be around older kidsHow would you describe this dog's behavior towards the children? Mostly Friendly, Jumps On ThemAre there any details about this dog interacting with children that you would like to share? Can jump and be too rowdy with young kidsIf this dog has had issues with children that include behavior such as growling, snapping, or showing teeth, please describe the circumstance, tell us how often and give as much detail as possible NoWhat other animals did this dog live with in your home? Large dog(s)If other animals lived in the home, how well did this dog get along with them? Great. Good with other dogsIf this dog met or played with other dogs please describe their body language: Excited, JumpyHas this dog ever fought with another dog? If yes, please describe the incident NoHas this dog ever injured another dog? If yes, please describe the incident NoHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? Sometimes chasesHas this dog ever killed a prey animal or pet? If yes, please describe the incident NoIs there any other information you would like to share about this dog interacting with other animals? House trained, knows sit and down, crate trained very quiet overallWhere did this dog spend most of their time? BothDo you have a fenced yard? YesHow did you exercise this dog? Walks and running in yardHow often did you exercise this dog? DailyWhat kind of collar did you use for this dog? Buckle collarHow was this dog on a leash? Some pulling, but manageableHave you ever taken this dog to a training class? NoWhat commands does this dog know? Down, sit, outside (to pee), go lay down (for crate)Which behaviors does this dog need improvement on? Leash, jumping, excitabilityWhen the dog played did they typically JumpHow long each day was this dog left alone inside your home? 2-3 hoursWhen left inside your home alone, was this dog CratedWhen this dog was left alone did they show any of the following behaviors? In crate.Is this dog crate trained? Yes, for more than 8 hours.How often did this dog have potty accidents in the house? NeverHow often did this dog destroy things other than toys? RarelyIf this dog destroys things, is it only when left alone? NoWhat items did this dog destroy? ToysWhat does this dog do when a stranger/visitor comes into the house? Barks sometimeWhat does this dog do when a stranger tries to pet them? NothingWhat does this dog do when you or someone else goes near the food bowl while they are eating? Nithigg no. No aggressionWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? NothingWhat does this dog do when someone tells them to get off of furniture? Does itWhat is this dog's best quality? LovingWhat is this dog's worst quality? jumps and gets excitedCheck all that apply to this dog's personality: Friendly, Goofy, PlayfulIn your own words, describe this dog's personality Lovable quiet dog but excitable easily. Good with other dogsWhat is this dog afraid of? How do they react? Not muchAll dogs have sensitive places None that we have noticedHave you seen them act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home SameWould you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? Yes

9/28/2025 BUGSY – DFTD Timestamp 2025-09-28 16:25:12Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain NoHow long have you had this dog? Dog for a dayWhat activities did you do with this dog today? Went to a park walked around, chilled at the houseDid this dog have any interactions with the following? [Dogs ] No InteractionDid this dog have any interactions with the following? [Cats] No InteractionDid this dog have any interactions with the following? [Men ] Positive InteractionDid this dog have any interactions with the following? [Women ] Positive InteractionDid this dog have any interactions with the following? [Children ] No InteractionWhat was this dog's activity level? 2-Medium Energy (Alternates rest and play)How cuddly was this dog today? 3-Play first, then snuggle!How did this dog do on a leash? Some pulling, but manageableDid this dog know any commands? Sit, DownWhat is this dog's best quality, in your opinion? PlayfulWhat is this dog's worst quality, in your opinion? Plays with teeth, he play nipsSelect any of these apply to the dog's personality: Friendly, Affectionate, Goofy, PoliteDid this dog have an potty accidents? NoDid you see this dog act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home He would be good in a home with previous dog experience.Would you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? Yes",False,Bugsy-ADOPTED
1465,1210863967173904,A0058952168,L1,L1,,-,N,941010003013592,9/6/2026,65,,Available,03 year(s) 05 month(s) 20 day(s),Foster Foster Home,,Lack of Space,Strong puller,Likes some dogs (Dog selective),Positive interaction,,,Has done well in a home. ,,,7/21/2022,7/21/2025," White / Brown Terrier, Pit Bull / Mix","Loves toys, Loves car rides",1:1 Socialization,"8/13/2025 see play style assessment note. did fine co-existing with a big group, but attempted a few times to chase down and stand over a few of the dogs. he showed interest in chasing after dogs while displaying looser body language and no growling/attempts to stand over them, but he was attacked by adam and may need some 1:1 sessions to determine overall dog sociability. ","8/13/2025 entered the yard fairly stiff initially but after greeting all dogs displayed more neutral body language. independently checked out the yard and trotted around, was very tolerant of conbo mounting him until conbo would get off and walk away, then harkness would chase after him growling then stand over him. displayed same behavior with whopper jr. when dogs began running around the yard, he perked up and chased after them in the same manner he chased after conbo and whopper jr, but stopped short of growling or standing over any of the dogs. he was attacked by adam after accidentally running into him while chasing other dogs, received a few punctures to his neck, did not attempt to fight back. 

9/16/2025 retested harkness due to him being attacked in a prior playgroup. he was extremely terrified and avoidant of the other dogs. he was never offensive or defensive towards the other dogs, just extremely avoidant and didn't want to be around them.","7/22/2025 easily handled

8/13/2025 attacked by a dog during playgroup - received a few punctures to his neck and became very sensitive to being touched near the wounds. i was able to look at the punctures and loosen the collar immediately after he was removed from the yard and he gave no indication that he did not want me touching his neck, but by the time he was replaced in his kennel he growled at me when i went to remove his collar so i left it on him. i visited him on thursday and he let me pet his muzzle, the top of his head, and his chest while giving me kisses, but his head twitched when i got close to his neck. advised staff working in his area to keep an eye on him to ensure the collar doesn't get hung up on anything, will reattempt removal after he's had time to heal. 

8/26/2025 very stoic during initial interaction. after marking the yard 100 times he began nonchalantly soliciting attention. he allowed full body pets and let me scratch his neck and pat his chest, but was hesitant about me loosening the collar to remove it - opted to leave it. spent a total of 20 minutes with him and by the end of our interaction he was jumping up on me excitedly. 09/05/2025 totally different dog when he has a toy. he bounces around and will jump up on you offering his toy for you to throw!! was able to remove his collar finally without negative reaction, allowed full body pets. ","9/30/2025 HARKNESS – Foster Return Timestamp 2025-09-30 13:53:56Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain NoHow long have you had this dog? 5 daysThis dog is a Foster (I had this pet as a foster for more than 3 nights.)What is the main reason you are returning this pet to the shelter? Too strong/ reactive on leashWhile in your care, did this dog live with children? NoWhat other animals did this dog live with in your home? CatsIf other animals lived in the home, how well did this dog get along with them? Did not actually meet other animals other than through the door.If this dog met or played with other dogs please describe their body language: Did not meet or play with other dogsHas this dog ever fought with another dog? If yes, please describe the incident NoHas this dog ever injured another dog? If yes, please describe the incident NoHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? Positive reaction when approached by stray cats. Attempts to chase other prey animals.Has this dog ever killed a prey animal or pet? If yes, please describe the incident NoIs there any other information you would like to share about this dog interacting with other animals? He has not met other dogs while with me, however he was very reactive to other dogs while out on walks.Where did this dog spend most of their time? InsideDo you have a fenced yard? NoIf you do not have a fenced yard, do you: Walk the dog on a leashHow did you exercise this dog? Multiple walks daily.How often did you exercise this dog? DailyWhat kind of collar did you use for this dog? Buckle collarHow was this dog on a leash? Pulls very hard, Barks/snarls/lunges when they see other dogsHave you ever taken this dog to a training class? NoWhat commands does this dog know? SitWhich behaviors does this dog need improvement on? Leash pulling, reactivity, separation anxietyWhen the dog played did they typically JumpHow long each day was this dog left alone inside your home? 8am-3PM Mon-FridayWhen left inside your home alone, was this dog Able to roam freeWhen this dog was left alone did they show any of the following behaviors? Barked, Cried, Scratches at doorsIs this dog crate trained? We never made this dog stay in a crate.How often did this dog have potty accidents in the house? NeverHow often did this dog destroy things other than toys? NeverIf this dog destroys things, is it only when left alone? YesWhat items did this dog destroy? 2 plush toysWhat does this dog do when a stranger/visitor comes into the house? Never had visitorsWhat does this dog do when a stranger tries to pet them? Never had anyone attempt to pet himWhat does this dog do when you or someone else goes near the food bowl while they are eating? Never went by the bowl while he was eatingWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? Jumps to try and get toys backWhat is this dog's best quality? Playful dispositionWhat is this dog's worst quality? Very hard to handle on leashCheck all that apply to this dog's personality: Clingy, PlayfulIn your own words, describe this dog's personality Harkness LOVES his playtime with his toys. He can get jumpy at times and he is strong so he would probably be better around older kids. He does tend to have a little separation anxiety. He cries, barks, and scratches/Jumps at door everytime I leave. He knows what keys are and as soon as he hears them, he is waiting at the door. He does very well in the car. He may be cat friendly, or at the very least cat tolerant based on his interactions with some strays. He also preferred to sleep outside of my cats bedroom.All dogs have sensitive places Underbelly. He immediately snapped his head toward my hand when I rubbed just under his chest.Have you seen them act aggressively toward anyone? NoWould you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? No",False,Timba
1466,1210875676962837,A0058964897,L1,L1,,+,S,941010003626428,8/8/2026,53,,Urgent,05 year(s) 05 month(s) 17 day(s),Foster Foster Home,,Lack of Space,Walks politely on leash,Has enjoyed interacting with other dogs,,,,,Super cuddler,2-Medium energy,,7/23/2025," Grey / White Terrier, Pit Bull / Mix",,Friendly,nan,"nan

9/9/2025 came into the yard with positive body language, wiggly girl who was interested in other dogs and tolerant of the group surrounding her but never broke for play, handler oriented (loved Delaney). ",7/24/2025 easily handled while in intake and during exam.,,False,Mami
1467,1210897482544808,A0058985496,L1,L1,,+,M,941010003012499,9/6/2026,85,,Urgent,04 year(s) 05 month(s) 14 day(s),Foster Foster Home,,Lack of Space,,Only dog,,,,,,,1/24/2023,7/26/2025," Brown Terrier, Pit Bull / Mix",,No PlayGroup-Offensive Behavior,,"9/12/2025 stiff, whale eye, and lip licking at gate. not steerable. handler offered support by placing muzzle and holding his leash upon entrance to yard. tolerant of dogs checking him out but was stiff and displayed flagged tail. muzzle removed handler still held onto leash. began drinking from pool and when another dog also drank water dex began growling and side eyeing them. coaxed him away from pool and moved to other side of the yard. as he was sniffing the mulch he was approached by another dog and began low growling (resource guarding??) ineligible for pg; while behavior wasn't extremely offensive, his intolerance of dogs being in close proximity and pattern of growling when sharing space raised concern of his overall dog friendliness. ",7/27/2025 Easily handled while in intake and during exam.,,False,Dex
1468,1210923865184759,A0058999057,L1,L1-EA,,,S,941010003626929,9/6/2026,48,,Trial Adoption,03 year(s) 03 month(s) 06 day(s),Foster Trial Adoption,,Trial Adoption,Walks politely on leash,Likes some dogs (Dog selective),,,,,Super cuddler,2-Medium energy,7/29/2022,7/28/2025," Black / White Terrier, Pit Bull / Mix",Knows basic commands,Inconclusive,nan,"8/13/2025 very nervous upon entrance. tail tucked, arched back, growled when other dogs got in her face, and snapped at danny when he attempted to mount her. appeared very nervous but offered appropriate corrections. ","7/29/2025 Easily handled in intake kennel. Muzzled for precaution during exam, does not like to be vetted, flails during vetting. Could not complete HW test.",,True,Sassy Mae -ADOPTED
1469,1210934354716305,A0059010208,L1,L1,,-,F,941010003678158,8/8/2026,53,,Trial Adoption,02 year(s) 03 month(s) 06 day(s),Foster Trial Adoption,,Trial Adoption,,Has enjoyed interacting with other dogs,,,,,,,,7/30/2025," Grey / White Terrier, Pit Bull / Mix",Knows basic commands,Helper/Greeter,"nan

nan","9/12/2025 immediately friendly with the dogs in the yard, engaged in high energy rough play, gave appropriate corrections when dogs were too much. very well socialized, would benefit from going to playgroup frequently",7/31/2025 easily handled while in intake and during exam.,,True,Smokey-ADOPTED
1470,1210954252815061,A0059023440,L2,L2 LB,,-,N,941010003626545,8/7/2026,40,,Urgent,01 year(s) 05 month(s) 09 day(s),Foster Foster Home,,Lack of Space,Walks politely on leash,Has enjoyed interacting with other dogs,,,,,Super cuddler,2-Medium energy,8/1/2024,7/31/2025," Brown / White Terrier, American Pit Bull / Mix","Loves toys, Loves car rides",Friendly,nan,"nan

9/12/2025 wiggly in the pen, had great gate greetings with all the dogs, came in ready to play! all he wanted to do way run around, play bitey leg, paw play and body slam the other dogs. little mouthy but very puppy like, a fun player!","8/1/2025 while in intake easily handled. during exam very good boy.

9/24/2025 staff report leash biting behavior","9/3/2025 RORY – DFTD Timestamp 2025-08-30 18:02:30Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. NoHow long have you had this dog? 11am to 5pm todayThis dog is a... Dog For The Day (I picked this pet up earlier today for an outing.)What activities did you do with this dog today? We walked through some mulch, sat on a grassy hill, sat together on a swing, and relaxed in a garden. Rory met some children and adults and did well! He loves the belly rubs. Rory rode well in the car and likes to watch you while you drive and talk to him. He played with his stuffed animals, which he loves. He also liked playing with a chew toy. He met a dog through the fence at Lifeline, a tall, elegant-looking Husky type. The dogs loved each other and did great. Rory likes to take breaks but does like being outside and rolling in the grass.Did this dog have any interactions with the following? [Dogs ] Positive InteractionDid this dog have any interactions with the following? [Cats] No InteractionDid this dog have any interactions with the following? [Men ] Positive InteractionDid this dog have any interactions with the following? [Women ] Positive InteractionDid this dog have any interactions with the following? [Children ] Positive InteractionWhat was this dog's activity level? 1-Low energy (Couch potato), 2-Medium Energy (Alternates rest and play)How cuddly was this dog today? 4-Super snugglerIf this dog met any children on your outing, how would you describe this dog's behavior towards the children? Mostly FriendlyHow did this dog do on a leash? Great on a leashDid this dog know any commands? SitWhat is this dog's best quality, in your opinion? Rory has a calm even temperament and very friendly towards all people, with the tail wagging as soon as he sees them. He will lick your hand or leg and is very affectionate.He will fall asleep with his head on your foot.What is this dog's worst quality, in your opinion? It is not a bad quality, but a family would need to be patient with him due to him favoring his right rear leg with a limp some. Rory does not let this get him down and was able to mobilize. He does take breaks and will let you know when he wants to rest. He is better with yard play and fun interacting than walks (only because he likes to take breaks to favor his right rear leg some.) Power hiking or anything all day for high energy people would not work for Rory I feel, but this is a *really* good family dog and companion. I did help him get into the car and onto the seat by lifting him. To me, he is not a heavy dog. This dog has overcome a lot (probably an old injury,) and his friendliness and outlook had people smiling and coming by to meet him. Rory appears to absolutely love all people and he did well meeting a dog through the fence. I have had a special needs pet before, and they are very adaptive and an inspiration to us all. Rory is like a very high-functioning special needs dog, since he can walk, potty, and everything on his own. I think he would need to be with dogs that are not too rough and tumble, because that could bowl him over. I think he loves other dogs and wants to be a great companion. Rory is trustworthy with anyone or anything, I believe! He has a fixation on leaves and wants to eat them. I gave him lots of toys, and he got into that instead. The leaf thing seems like a bit of anxiety that passes.Select any of these apply to the dog's personality: Friendly, Playful, Affectionate, Goofy, PoliteDid this dog have an potty accidents? We were outside all day.Did you see this dog act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home. Rory has beautiful freckles on his nose and on one of his ears. His unique markings and loving manner make him a fabulous dog! I wish I had room for more dogs, especially like Rory! Rory will capture the right dog lover's heart ??.If the animal is still here in 30 days, would you like us to check in with you? Yes",False,Rory
1471,1211041339282436,A0059095840,L2,L2 - SF,,-,N,941010003019266,10/2/2026,73,,Available,08 year(s) 04 month(s) 28 day(s),Foster Foster Home,,Lack of Space,Walks politely on leash,Lived with dogs,Positive interaction,Positive history with kids,Has done well in a crate.,Has done well in a home. ,"Play first, then snuggle time",2-Medium energy,,8/12/2025," Brown / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Loves fetch, Loves toys, Knows basic commands, Volunteer favorite, Fast learner, Loves car rides, Quiet house guest",Neutral,nan,"9/1/2025 Marking inconclusive due to medical. He appears to be either super shut down or sick. Slow moving, lethargic, entered yard on leash out of precaution but he showed no negative signs. Just not sure if that is the whole picture. 

9/15/2025 Pumpkin Spice is a gentle giant who preferred to roam the yard alone. he would tolerate dogs approaching him but preferred to stay to himself. ","8/13/2025 Easily handled in intake kennel.Nervous with tail tucked once in exam room. Showing signs of stress/fear, tense muscles, ducking, running away, & head whipping during exam. 

9/24/2025 No longer SF In foster

9/26/2025 Showing signs of kennel stress - NAOMI",,False,Pumpkin Spice
1472,1211041349248393,A0059096501,L1,L1,,-,M,941010003675029,9/6/2026,73,,Trial Adoption,03 year(s) 02 month(s) 24 day(s),Foster Trial Adoption,,Trial Adoption,,Has enjoyed interacting with other dogs,,,,,,,,8/12/2025," Brown / Grey Terrier, Pit Bull / Mix",,Helper/Greeter,nan,nan,8/13/2025 Easily handled in intake kennel & during exam.,,True,Douglas -ADOPTED
1473,1211051785355467,A0059105728,L1,L1 RN,,-,N,941010003624074,9/6/2026,60,,Urgent,08 year(s) 04 month(s) 26 day(s),Foster Foster Home,,Lack of Space,Pulls some but manageable,Has enjoyed interacting with other dogs,,,,,I'm affectionate with friends,2-Medium energy,1/26/2018,8/13/2025," Grey / White Mixed Breed, Large (over 44 lbs fully grown) / Mix",,Friendly,nan,"8/26/2025 gets overwhelmed quickly

9/30/2025 retested due to lack of context from previous note. immediately began playing upon entrance to yard, very playful and loose. can be a bit vocal, got into a small scuffle with cashmere, who is also vocal, but  was able to recover from scuffle and did good otherwise. ",8/15/2025 easily handled while and during intake and exam.,,False,Bluegana
1474,1211061447255371,A0059105810,L2,L2-SF,,-,M,941010003625744,10/1/2026,53,,Adopted,02 year(s) 02 month(s) 21 day(s),Foster Trial Adoption,,Trial Adoption,Walks politely on leash,Has enjoyed interacting with other dogs,,,,,I'm affectionate with friends,,8/13/2024,8/14/2025," Brown / White Terrier, Pit Bull / Mix",,Tag,,"nan

8/31/2025 Very scared of the humans in the yard. Had a great gate greeting and come into the yard and began play bowing at the dogs in the yard. Very playful but then relaxes and then goes back for play. ","8/16/2025 while in intake very stressed/fearful, easily handled once leash is on.during exam trying to hide, running and frozen in place. no aggression shown.",,True,Angel-ADOPTED
1475,1211098024873374,A0059187326,L2,L2- BR,,-,N,941010004046073,9/6/2026,34,,Available,01 year(s) 01 month(s) 10 day(s),Foster Foster Home,,Lack of Space,Pulls some but manageable,Lived with dogs,Could do well with proper introductions,Unknown,Has done well in a crate.,Has done well in a home. ,"Play first, then snuggle time",2-Medium energy,10/19/2024,8/18/2025," Brown / White Terrier, American Pit Bull / Mix",,Physical Play,"nan

nan","9/12/2025 very social and friendly with all dogs. immediately broke to play rough with the other dogs in the yard. may need more interactions to solidify sociability, did not seem to understand corrections offered by other dogs. ","8/19/2025 easily handled while and during intake and exam.

9/23/2025 Changed to L2 BR. Bites at the glass when  hand is raised up to  glass.",,True,Ustad
1476,1211109348343217,A0059201452,L2,L2-RG/BR,,+,N,941010004078144,9/20/2026,40,,Urgent,03 year(s) 02 month(s) 07 day(s),Foster Foster Home,,Lack of Space,Walks politely on leash,Has enjoyed interacting with other dogs,,Positive history with kids,Has done well in a crate.,Has done well in a home. ,,,8/20/2022,8/19/2025," Grey Terrier, Pit Bull / Mix",,Physical Play,,"nan

9/1/2025 RR had positive gate greetings. When he came into the yard he had loose body language, and was very steerable. Was the perfect energy level for the tired assessors and was physically playing with them but in a respectable gentle way. Would do best in a physical or tag group. ","8/20/2025 while in intake and exam a little nervous but easily handled.

8/30/2025 Kennel tech Heather Pate reported that Robert Roberts attempted to bite another kennel tech, Johnny Newberry, when he went to grab his bowl. Johnny reached down to grab the bowl, and Robert Roberts lunged and snapped and Johnny. Adding RG to level. - Ashley McMahon

9/19/2025 Previous Level: L2-SF/RGCurrent Level: L2-RG/BRWhy did this level change? When I approach Robert Roberts, he emits a low growl and displays whale eye. As I step closer and place my hand against the glass, he lunges toward the door, growling and snapping at it. -JG",,True,Robert Roberts
1477,1211109320015100,A0059201841,L1,L1,,-,S,941010003631392,8/28/2026,40,,Available,01 year(s) 01 month(s) 21 day(s),Foster Foster Home,,Lack of Space,,Has enjoyed interacting with other dogs,,,,,,2-Medium energy,11/20/2024,8/19/2025,"Spotted White / Black Terrier, Pit Bull / Mix",,Friendly,nan,"9/12/2025 shy initially but began warming up and displayed very friendly body language towards other dogs. coexisted well, no interest in playing","8/20/2025 easily handled while and during intake and exam.

9/21/2025 painting kennel",,False,Glo
