,gid,Animal ID,Level,Level Reason,Special Intake Information,HW,Sex,Microchip ID,Rabies Revaccination Date,Weight,Hold,Current Status,Age,Location,Short URL,Foster Start Reason,Leash Skills,Dog Interaction,Cat Interaction,Kid Interaction,Crate Trained,Potty Skills,Cuddle Meter,Energy/Activity Level,DOB,IntakeDate,Color & Breed,More about me,Play Style,Playgroup Notes,"""Dog Test"" Notes",Behavior Notes,Foster/Home Notes,completed,parent gid,parent completed
1872,1210713480348744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210713626855453,True
1884,1210667047491832,A0058804940,L1,L1,,-,N,,,53,,Available,02 year(s) 01 month(s) 27 day(s),Foster Foster Home,,,,,,,,,,,,,,,,,,,,False,1210667047470043,True
1886,1210667373045434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210667372876276,True
1891,1210655557381589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210655315080377,True
1896,1210634289763815,A0058773401,L1,L1,,-,N,,,8,,Trial Adoption,02 year(s) 02 month(s) 00 day(s),Foster Trial Adoption,,,,,,,,,,,,,,,,,,,,False,1210634289662078,True
1897,1210634406677274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210634722030362,True
1924,1210577922707908,A0058725961,L2,L2-SF/BR,,-,N,,,43,,Trial Adoption,01 year(s) 02 month(s) 07 day(s),Foster Foster Home,,,,,,,,,,,,,,,,,,,,False,1210577922650716,True
1950,1210778572464478,A0058889019,L1,L1,,-,S,,,48,,Available,00 year(s) 11 month(s) 13 day(s),Dogs 068 A5,,,,,,,,,,,,,,,,,,,,False,1210778620368250,True
1966,1209295930328617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1209296146409955,True
1968,1210517848062183,A0058682196,L1,L1,,-,S,,,50,,Priority,01 year(s) 08 month(s) 13 day(s),Dogs 306 A7,,,,,,,,,,,,,,,,,,,,False,1210517847884887,True
1980,1210324220102016,A0058529024,L1,L1,,-,S,,,63,,Available,04 year(s) 03 month(s) 05 day(s),Foster Foster Home,,,,,,,,,,,,,,,,,,,,False,1210324248004030,True
2054,1210781089575928,A0058886275,L2,L2-SF,,-,S,,,42,,Trial Adoption,03 year(s) 01 month(s) 13 day(s),Foster Trial Adoption,,,,,,,,,,,,,,,,,,,,False,1210780960211874,True
2056,1210549210250241,A0058701597,L1,L1,,-,N,,,67,,Available,03 year(s) 02 month(s) 12 day(s),Foster Foster Home,,,,,,,,,,,,,,,,,,,,False,1210549209641954,True
2126,1210140136335904,A0053616371,STAFF ONLY,STAFF ONLY,,+,S,,,61,,Pending Behavior Assessment,05 year(s) 09 month(s) 10 day(s),Dogs 201 6,,,,,,,,,,,,,,,,,,,,False,1210139999037102,True
2133,1210090252716787,A0058381553,L1,L1,,+,S,,,58,,Trial Adoption,04 year(s) 03 month(s) 29 day(s),Foster Trial Adoption,,,,,,,,,,,,,,,,,,,,False,1210090151533960,True
2145,1207793537457785,A0056337146,L1,L1,,+,N,,,67,,Available,03 year(s) 01 month(s) 12 day(s),Foster Foster Home,,,,,,,,,,,,,,,,,,,,False,1207793478405715,True
